cntyfips,cntyname,tract,placenm,edplc1,edplc2,edplc3,edplc4,ecplc1,ecplc2,ecplc3,ecplc4,hsplc1,hsplc2,enplc1,enplc2,enplc3,enplc4,soplc1,soplc2
75,San Francisco,6075026402,San Francisco city,69.35,56.32,17.52,3.12,956.3,4.37,55.18,0.26,88.39,0.14,80.73,0,1.62,7.5,82.65,96.06
75,San Francisco,6075026403,San Francisco city,69.35,56.32,12.81,3.12,815.1,3.23,55.27,0.24,88.53,0.09,84.47,0,1.44,7.5,81,97.28
75,San Francisco,6075026404,San Francisco city,69.35,56.32,12.81,3.12,738.7,2.79,55.02,0.24,80.97,0.12,74.7,0,1.47,7.48,74.33,91.31
75,San Francisco,6075030101,San Francisco city,69.35,56.32,16.24,3.12,1126.7,4.7,57.5,0.38,97.81,0.09,95.05,100,2.61,7.31,89.45,78.26
75,San Francisco,6075030102,San Francisco city,69.35,56.32,16.24,3.12,1113.5,4.71,57.32,0.37,98.47,0.12,92.57,71.07,2.56,7.32,92.19,77.31
75,San Francisco,6075030201,San Francisco city,69.35,56.32,17.08,3.12,1137.8,4.72,57.69,0.38,97.32,0.1,93.26,100,2.67,7.27,92.86,86.52
75,San Francisco,6075030202,San Francisco city,69.35,56.32,13.7,3.12,1128.3,4.7,57.54,0.38,95.76,0.1,92.63,100,2.63,7.29,87.81,89.3
75,San Francisco,6075030301,San Francisco city,69.35,56.32,15.53,3.12,1110.4,4.68,57.36,0.37,100,0.11,96.48,100,2.57,7.29,92.24,87.77
75,San Francisco,6075030302,San Francisco city,69.35,56.32,19.05,3.12,1032.3,4.71,56.01,0.36,98.09,0.14,93.24,59.01,2.54,7.29,82.26,83.91
75,San Francisco,6075030400,San Francisco city,69.35,56.32,19.37,3.12,978.1,4.92,54.43,0.35,97.19,0.15,93.07,91.52,2.61,7.3,92.85,94.21
75,San Francisco,6075030500,San Francisco city,69.35,56.32,14.59,3.12,1108.1,4.63,57.3,0.37,100,0.13,96.61,47.57,2.53,7.34,88.31,85.32
75,San Francisco,6075030600,San Francisco city,69.35,56.32,17.53,3.12,1098.8,4.67,57.15,0.36,100,0.16,97.62,100,2.59,7.33,94.77,93.9
75,San Francisco,6075030700,San Francisco city,69.35,56.32,10.75,3.12,1072.6,4.72,56.9,0.37,98.04,0.14,95.73,99.66,2.59,7.36,89.17,86.67
75,San Francisco,6075030800,San Francisco city,69.35,56.32,17.37,3.12,799.3,4.16,50.35,0.27,99.06,0.13,95.41,74.29,2.48,7.3,91.73,92.48
75,San Francisco,6075030900,San Francisco city,69.35,56.32,9.92,3.12,615.7,2.12,52.31,0.24,100,0.15,91.26,35.29,2.23,7.31,93.04,95.69
75,San Francisco,6075031e3,San Francisco city,69.35,56.32,12.53,3.12,713,3.18,51.52,0.25,100,0.13,91.3,35.61,2.4,7.34,91.54,87.56
75,San Francisco,6075031100,San Francisco city,69.35,56.32,10.75,3.12,982.3,4.72,55.19,0.34,98.97,0.14,87.88,100,2.58,7.37,87.03,88.86
75,San Francisco,6075031201,San Francisco city,69.35,56.32,19.98,3.12,600.4,2.04,52.27,0.24,85.22,0.12,82.54,3.68,2.14,7.35,83.2,95.01
75,San Francisco,6075031202,San Francisco city,69.35,56.32,17.54,3.12,590.8,2.56,51.71,0.25,92.19,0.12,87.32,26.74,1.88,7.36,83.35,83.87
75,San Francisco,6075031301,San Francisco city,69.35,56.32,17.47,3.12,560.4,2.4,52.24,0.24,86.49,0.15,89.23,33.21,1.87,7.32,85.89,89.87
75,San Francisco,6075031302,San Francisco city,69.35,56.32,19.87,3.12,472.3,-3.09,49.66,0.22,92.48,0.12,81.82,7.81,1.33,7.32,84.88,88.45
75,San Francisco,6075031400,San Francisco city,69.35,56.32,17.54,3.12,579.3,2.91,52.57,0.25,90.55,0.11,83.54,85.06,1.67,7.35,73.21,91.28
75,San Francisco,6075032601,San Francisco city,69.35,56.32,16.56,3.12,1028.6,4.83,55.28,0.38,95.76,0.11,93.1,100,2.71,7.25,89.41,88.45
75,San Francisco,6075032602,San Francisco city,69.35,56.32,16.56,3.12,892.3,5.16,51.87,0.34,96.13,0.09,91.89,100,2.66,7.25,93.38,91.5
75,San Francisco,6075032700,San Francisco city,69.35,56.32,17.09,3.12,658.1,2.5,51.64,0.28,96.92,0.11,94.02,87.32,2.64,7.22,92.39,89.77
75,San Francisco,6075032801,San Francisco city,69.35,56.32,20.63,3.12,674.3,2.81,50.72,0.26,95,0.11,91.21,54.42,2.51,7.26,86.17,88.99
75,San Francisco,6075032802,San Francisco city,69.35,56.32,16.48,3.12,775.9,4.41,49.98,0.28,93.75,0.1,87.5,89.94,2.48,7.26,89.25,92.18
75,San Francisco,6075032901,San Francisco city,69.35,56.32,14.63,3.12,584.1,1.52,52.2,0.27,94.09,0.1,93.75,45.54,2.54,7.24,92.11,90.67
75,San Francisco,6075032902,San Francisco city,69.35,56.32,16.54,3.12,604,1.97,52.1,0.27,94.86,0.13,95.52,100,2.44,7.23,87.52,88.69
75,San Francisco,6075033e3,San Francisco city,69.35,56.32,13.58,3.12,595.5,1.6,52.37,0.26,91.73,0.1,91.72,69.21,2.39,7.26,86.32,84.94
75,San Francisco,6075033100,San Francisco city,69.35,56.32,11.64,3.12,548.8,1.94,51.91,0.26,97.38,0.12,95.16,75.2,2.12,7.25,91.62,87.06
75,San Francisco,6075033201,San Francisco city,69.35,56.32,9.92,3.12,499.7,-4.15,49.67,0.23,96.29,NA,86.67,99.83,1.95,7.28,90.8,28.85
75,San Francisco,6075033203,San Francisco city,69.35,56.32,20.41,3.12,404,-13.64,45.26,0.22,97.17,NA,78.13,10.38,1.53,7.29,76.46,69.2
75,San Francisco,6075033204,San Francisco city,69.35,56.32,12.85,3.12,412.4,-13.68,45.57,0.22,96.05,NA,77.19,81.69,1.68,7.28,78.89,53.72
75,San Francisco,6075035100,San Francisco city,69.35,56.32,13.35,3.12,580.2,1.51,52.51,0.29,94.06,0.13,92.16,6.47,2.62,7.2,86.54,88.61
75,San Francisco,6075035201,San Francisco city,69.35,56.32,13.58,3.12,512,-5.51,50.79,0.29,92.18,0.11,90,0,2.6,7.17,85.72,86.68
75,San Francisco,6075035202,San Francisco city,69.35,56.32,13.35,3.12,546.3,-5.3,51.12,0.31,92.19,0.1,86.36,0,2.89,7.18,87.76,87.31
75,San Francisco,6075035300,San Francisco city,69.35,56.32,14.82,3.12,486.2,-5.33,50.43,0.26,95.42,0.11,91.56,81.62,2.21,7.21,87.65,89.73
75,San Francisco,6075035400,San Francisco city,69.35,56.32,14.82,3.12,399,1.81,45.66,0.26,93.44,0.12,91.8,62.01,2.21,7.19,91.29,93.51
75,San Francisco,6075040100,San Francisco city,69.35,56.32,20.62,3.12,1251.7,4.73,58.1,0.41,94.65,0.07,95.7,100,3.02,7.29,90.39,76.7
75,San Francisco,6075040200,San Francisco city,69.35,56.32,20.62,3.12,1263.9,4.77,58.2,0.41,97.45,0.08,93.18,100,3.06,7.28,89.43,83.8
75,San Francisco,6075042601,San Francisco city,69.35,56.32,19.81,3.12,1268,4.73,58.26,0.43,94.32,0.06,86.73,99.34,3.18,7.24,85.47,90.31
75,San Francisco,6075042602,San Francisco city,69.35,56.32,19.81,3.12,1260.8,4.58,58.21,0.42,98.67,0.08,96.47,100,3.11,7.26,92.96,71.49
75,San Francisco,6075042700,San Francisco city,69.35,56.32,20.42,3.12,1160.8,4.61,55.56,0.43,94.84,0.05,92.86,95.37,3.28,7.22,74.32,87.36
75,San Francisco,6075042800,San Francisco city,69.35,56.32,19.5,3.12,1272.4,4.74,57.25,0.45,99.34,0.15,97.44,24.62,3.39,7.21,94.2,88.65
75,San Francisco,6075045100,San Francisco city,69.35,56.32,18.11,3.12,1199.3,4.72,57.99,0.4,95.6,0.08,92.59,100,2.84,7.3,87.92,85.32
75,San Francisco,6075045200,San Francisco city,69.35,56.32,20.62,3.12,1208.9,4.79,58.02,0.4,97.46,0.08,97.35,100,2.88,7.28,88.06,80.16
75,San Francisco,6075047600,San Francisco city,69.35,56.32,19.81,3.12,1222.3,4.8,58.15,0.4,96.86,0.07,86.84,100,2.94,7.26,91.65,82.96
75,San Francisco,6075047701,San Francisco city,69.35,56.32,20.42,3.12,1188.5,4.68,57.17,0.42,97.55,0.09,95.35,100,3.08,7.23,92.33,90.42
75,San Francisco,6075047702,San Francisco city,69.35,56.32,20.42,3.12,1155,4.68,56.97,0.4,95.31,0.1,94.59,100,2.97,7.24,87.89,90.7
75,San Francisco,6075047801,San Francisco city,69.35,56.32,20.42,3.12,861.8,3.91,50.05,0.34,98.91,0.11,92.19,48.15,3.03,7.21,88.84,86.1
75,San Francisco,6075047802,San Francisco city,69.35,56.32,20.42,3.12,744.8,2.29,51.19,0.32,95.02,0.07,86,6.83,3.16,7.2,86.31,82.41
75,San Francisco,6075047901,San Francisco city,69.35,56.32,16.95,3.12,657.5,1.41,54.07,0.32,95.57,0.08,93.13,57.45,3.31,7.14,89.77,94.16
75,San Francisco,6075047902,San Francisco city,69.35,56.32,16.95,3.12,658.2,1.43,53.85,0.31,94.04,0.09,93.06,24.24,3.24,7.17,91.48,82.56
75,San Francisco,6075060100,San Francisco city,69.35,56.32,14.72,3.12,1348.6,4.72,58.5,0.45,100,0.15,95.24,17.64,3.38,7.22,95.59,81.2
75,San Francisco,6075060400,San Francisco city,69.35,56.32,12.85,3.12,365.6,1.75,44.9,0.23,95.74,0.08,93.75,0,1.47,7.23,78.89,68.45
75,San Francisco,6075060502,San Francisco city,69.35,56.32,8.55,3.12,741.2,3.05,54.34,0.24,87.46,0.05,67.86,0,1.43,7.46,79.4,92.32
75,San Francisco,6075060700,San Francisco city,69.35,56.32,7.05,3.12,1333.1,5,58.47,0.42,95.25,0.18,92.99,99.49,3.11,7.5,69.6,69.46
75,San Francisco,6075061e3,San Francisco city,69.35,56.32,13.48,3.12,856.9,3.61,54.43,0.23,90.38,0.21,84.75,0,1.45,7.56,87.29,91.19
75,San Francisco,6075061100,San Francisco city,69.35,56.32,11.01,3.12,1454.7,5.06,58.91,0.45,69.26,0.04,84.62,100,3.48,7.45,63.07,83.37
75,San Francisco,6075061200,San Francisco city,69.35,56.32,15.43,3.12,1289.2,5.08,58.8,0.37,85.75,0.11,66.67,100,2.79,7.53,69.95,88.72
75,San Francisco,6075061400,San Francisco city,69.35,56.32,8.8,3.12,1251.5,4.9,58.15,0.4,98.07,0.17,84.36,96.51,2.89,7.49,87.5,86.58
75,San Francisco,6075061500,San Francisco city,69.35,56.32,11.78,3.12,1447.6,5.1,59,0.43,93.46,0.17,95.05,100,3.41,7.48,81.56,68.75
75,San Francisco,6075980200,San Francisco city,69.35,56.32,16.95,3.12,680.9,1.25,55.23,0.33,NA,NA,100,0,3.46,7.18,NA,NA
75,San Francisco,6075980300,San Francisco city,69.35,56.32,22.55,3.12,1166.4,4.68,57.85,0.39,NA,NA,NA,92.37,2.74,7.24,NA,NA
75,San Francisco,6075980401,NA,NA,NA,20.79,NA,NA,NA,NA,0,NA,NA,NA,100,0,NA,NA,NA
75,San Francisco,6075980501,San Francisco city,69.35,56.32,12.81,3.12,845,3.74,53.9,0.25,89.76,0.02,65,0.02,1.65,7.46,86.52,85.22
75,San Francisco,6075980600,San Francisco city,69.35,56.32,14.12,3.12,1544.5,5.75,60.19,0.35,96.38,0.21,72.73,0,1.84,7.6,85.27,97.01
75,San Francisco,6075980900,San Francisco city,69.35,56.32,8.8,3.12,1260.7,4.9,58.25,0.39,97.12,0.11,83.33,67.85,2.9,7.52,83.33,77.64
77,San Joaquin,6077000100,Stockton city,76.58,13.07,8.83,13.51,713.6,0.57,39.12,0.21,86.51,0.19,57.79,78.31,1.41,9.33,66.78,70.88
77,San Joaquin,6077000300,Stockton city,76.58,13.07,8.58,13.51,686.3,0.49,38.22,0.21,82.17,0.16,66.1,48.08,1.39,9.32,72.35,75.95
77,San Joaquin,6077000401,Stockton city,76.58,13.07,49.88,13.51,628.6,0.38,37.64,0.2,94.91,0.26,68.09,3.39,1.23,9.32,91.16,76.98
77,San Joaquin,6077000402,Stockton city,76.58,13.07,50.63,13.51,628.4,0.46,38.08,0.2,92.25,0.08,60.98,20.11,1.18,9.33,86.8,68.5
77,San Joaquin,6077000500,Stockton city,76.58,13.07,23.9,13.51,678,0.51,38.62,0.21,88.75,0.25,66.46,100,1.26,9.34,54.82,80.51
77,San Joaquin,6077000600,Stockton city,76.58,13.07,23.51,13.51,750.7,0.49,39.84,0.21,75.76,0.38,59.82,63.8,1.49,9.33,57.64,68.59
77,San Joaquin,6077000700,Stockton city,76.58,13.07,38.31,13.51,716.2,0.15,39.72,0.2,80.96,0.34,66.81,51.25,1.5,9.32,61.51,80.03
77,San Joaquin,6077000801,Stockton city,76.58,13.07,32.27,13.51,730,-0.17,39.73,0.21,80.23,0.37,68.29,2.23,1.63,9.29,68.06,88.67
77,San Joaquin,6077000900,Stockton city,76.58,13.07,39.64,13.51,634.3,-0.23,37.31,0.22,90.2,0.31,75.74,57.14,1.34,9.29,81.6,73.24
77,San Joaquin,6077001e3,Country Club CDP,76.58,13.07,30.44,13.51,614.7,0.25,36.2,0.23,95.36,0.32,74.83,55.95,1.4,9.28,96.29,81.43
77,San Joaquin,6077001101,Country Club CDP,76.58,13.07,40.49,13.51,596.6,0.38,36.54,0.21,94.46,0.39,75,72.7,1.26,9.31,91.14,80.05
77,San Joaquin,6077001102,Country Club CDP,76.58,13.07,39.64,13.51,602.3,0.06,36.79,0.21,95.74,0.26,81.55,36.65,1.24,9.3,90.45,86.35
77,San Joaquin,6077001200,Stockton city,76.58,13.07,50.84,13.51,580.1,0.7,36.71,0.19,99.49,0.3,84.93,53.46,1.15,9.32,93.6,70.17
77,San Joaquin,6077001300,Stockton city,76.58,13.07,55.03,13.51,592,0.93,37.05,0.2,92.24,0.38,72.14,90.77,1.16,9.34,91.04,77.4
77,San Joaquin,6077001400,Stockton city,76.58,13.07,34.77,13.51,574.8,1.01,36.56,0.19,89.9,0.33,78.23,45.09,1.16,9.34,88.31,79.29
77,San Joaquin,6077001500,NA,76.58,13.07,43.8,13.51,632.5,1.5,37.29,0.21,84.97,0.34,73.24,42.57,1.24,9.35,72.47,82.82
77,San Joaquin,6077001600,Stockton city,76.58,13.07,30.01,13.51,686.8,0.67,38.67,0.2,80.76,0.33,74.26,78.8,1.26,9.34,61.34,77.28
77,San Joaquin,6077001700,August CDP,76.58,13.07,31.63,13.51,657.9,0.58,37.99,0.21,77.73,0.5,69.78,99,1.24,9.36,55.49,83.94
77,San Joaquin,6077001800,Stockton city,76.58,13.07,31.21,13.51,697,0.73,39.25,0.2,91.3,0.32,75,20.21,1.27,9.35,62.95,76.38
77,San Joaquin,6077001900,Stockton city,76.58,13.07,23.77,13.51,727,0.44,40.46,0.17,78.23,0.26,69.67,90.21,1.46,9.34,61.36,78.48
77,San Joaquin,6077002e3,Stockton city,76.58,13.07,35.54,13.51,712.9,-0.57,43.05,0.16,89.44,0.4,69.18,97.83,1.29,9.35,75.44,86.7
77,San Joaquin,6077002100,Stockton city,76.58,13.07,28.4,13.51,693.1,0.6,47,0.1,82.94,0.33,69.26,85.51,1.31,9.35,69.15,92.18
77,San Joaquin,6077002201,Stockton city,76.58,13.07,29.7,13.51,693.8,1.64,45.52,0.13,84.31,0.32,64.54,18.54,1.29,9.33,65.69,76.55
77,San Joaquin,6077002202,Stockton city,76.58,13.07,30.62,13.51,689.9,0.58,46.47,0.1,78.33,0.27,71.38,1.62,1.3,9.34,60.89,77.82
77,San Joaquin,6077002300,Stockton city,76.58,13.07,30.2,13.51,731.1,-0.38,41.35,0.18,79.97,0.37,60.16,36.74,1.54,9.32,59.59,80.38
77,San Joaquin,6077002401,Stockton city,76.58,13.07,28.67,13.51,722.5,-0.4,42.31,0.19,85.64,0.38,69.67,53.92,1.5,9.31,59.91,89.68
77,San Joaquin,6077002402,Taft Mosswood CDP,76.58,13.07,32.42,13.51,682.1,-0.37,46.19,0.1,92.98,0.32,72.04,49.02,1.34,9.32,77.06,73.27
77,San Joaquin,6077002503,Stockton city,76.58,13.07,32.27,13.51,721.9,-0.27,42.58,0.18,86.9,0.3,66.25,0,1.49,9.3,75.29,95.38
77,San Joaquin,6077002504,Stockton city,76.58,13.07,32.27,13.51,732.3,-0.44,41.41,0.2,83.32,0.5,75.76,0,1.63,9.29,68.1,78.26
77,San Joaquin,6077002701,Garden Acres CDP,76.62,13.15,43.63,13.49,756.4,-0.33,43.88,0.12,82.9,0.43,67.05,52.92,1.42,9.36,75.58,87.08
77,San Joaquin,6077002702,Garden Acres CDP,76.58,13.07,43.63,13.51,754.6,-0.33,45,0.11,79.13,0.41,77.65,2.58,1.46,9.36,59.58,82.15
77,San Joaquin,6077002800,Stockton city,76.58,13.07,36.64,13.51,767.8,1.4,47.66,0.11,91.94,0.37,72.92,0,1.48,9.34,71.41,78.07
77,San Joaquin,6077003106,Stockton city,88.82,36.05,23.95,11.94,561,0.64,32.71,0.24,97.66,0.27,74.07,63.18,1.57,9.3,95.98,84.64
77,San Joaquin,6077003108,Stockton city,88.82,36.05,23.95,11.94,521,0.61,31.04,0.22,94.88,0.22,72.17,68.66,1.57,9.31,90.81,77.42
77,San Joaquin,6077003109,Lincoln Village CDP,88.82,36.05,24.08,11.94,616.4,0.58,35.29,0.24,93.48,0.31,80.92,26.15,1.42,9.33,96.93,85.11
77,San Joaquin,6077003110,Stockton city,85.52,29.87,40.53,12.36,619.6,1.07,35.87,0.23,96.34,0.19,75.22,83.6,1.35,9.35,92.97,62.21
77,San Joaquin,6077003111,Stockton city,77,13.86,35.42,13.46,605.5,0.85,35.94,0.22,96.11,0.24,81.82,1.27,1.29,9.33,94.57,73.78
77,San Joaquin,6077003112,Stockton city,76.58,13.07,21.58,13.51,612.7,0.48,35.4,0.23,96.91,0.26,88.57,37.12,1.36,9.31,86.19,78.04
77,San Joaquin,6077003113,Stockton city,88.82,36.05,40.49,11.94,590.2,0.72,36.63,0.2,90.62,0.2,74.78,19.68,1.24,9.32,77.41,70.49
77,San Joaquin,6077003114,Stockton city,88.82,36.05,17.52,11.94,639.9,0.36,35.49,0.25,98.64,0.28,82.53,16.4,1.55,9.28,95.99,86.6
77,San Joaquin,6077003203,Stockton city,88.82,36.05,25,11.94,518.3,0.81,32.43,0.22,98.54,0.25,84.38,90.61,1.45,9.35,99.24,87.11
77,San Joaquin,6077003205,Stockton city,88.82,36.05,21.72,11.94,477.4,1.05,30.57,0.2,99.48,0.39,84.85,93.02,1.46,9.36,92.51,86.33
77,San Joaquin,6077003208,Stockton city,80.49,33.48,14.34,12.43,466,2.42,26.05,0.24,95.91,0.36,80.65,1.58,0.85,9.4,91.62,79.21
77,San Joaquin,6077003209,Stockton city,80.49,33.48,24.05,12.43,475.6,1.72,29.6,0.21,97.03,0.4,80.65,58.29,1.29,9.39,93.28,91.47
77,San Joaquin,6077003210,Stockton city,80.49,33.48,18.44,12.43,444.2,1.38,26.13,0.22,100,0.35,77.78,25,1.05,9.36,97.2,78.9
77,San Joaquin,6077003213,Stockton city,80.49,33.48,18.62,12.43,457.2,1.82,25.92,0.22,88.92,0.36,67.97,0,0.91,9.36,79.8,77.47
77,San Joaquin,6077003214,Stockton city,80.49,33.48,23.04,12.43,472,2.29,26,0.24,97.61,0.45,78.08,0,0.92,9.37,91.53,86.78
77,San Joaquin,6077003215,Stockton city,82.63,34.14,28.55,12.3,464.2,1.85,26.15,0.24,96.43,0.23,79.31,100,0.93,9.32,93.55,62.23
77,San Joaquin,6077003216,Stockton city,81.74,33.87,27.75,12.35,444.5,1.64,26.22,0.21,94.49,0.35,68.6,85.78,1.13,9.35,84.22,81.64
77,San Joaquin,6077003217,Stockton city,84.8,34.81,28.55,12.17,452.9,0.32,26.33,0.21,87.12,0.3,73.02,75.78,1.31,9.34,82.43,75.26
77,San Joaquin,6077003305,Stockton city,76.58,13.07,33.57,13.51,611.1,0.75,36.6,0.21,95.71,0.37,70.97,91.78,1.29,9.35,85.58,90
77,San Joaquin,6077003306,Stockton city,76.58,13.07,44.47,13.51,609.9,1.39,35.6,0.23,90.04,0.37,68.89,93.49,1.36,9.37,84.02,75.88
77,San Joaquin,6077003307,Stockton city,77.54,14.87,40.53,13.39,610.8,1.31,35.6,0.23,88.91,0.18,70.99,100,1.36,9.36,81.31,73.14
77,San Joaquin,6077003308,Stockton city,76.58,13.07,56.57,13.51,574.9,0.96,36.39,0.2,100,0.23,70.31,57.01,1.18,9.34,91.26,70.06
77,San Joaquin,6077003310,Stockton city,76.58,13.07,33.04,13.51,533.4,1.85,32.78,0.22,97.57,0.3,72.3,100,1.4,9.38,81.32,78.71
77,San Joaquin,6077003311,Stockton city,76.58,13.07,28.34,13.51,491.4,1.89,31.08,0.2,88.57,0.34,66.93,82.21,1.44,9.39,89.09,77.92
77,San Joaquin,6077003312,Stockton city,76.58,13.07,34.77,13.51,580.4,0.99,36.42,0.2,74.35,0.19,69.87,99.73,1.19,9.35,66.46,66.5
77,San Joaquin,6077003313,Stockton city,76.58,13.07,29.6,13.51,581.2,1.02,36.41,0.2,88.85,0.22,66.13,98.18,1.19,9.36,78.52,77.98
77,San Joaquin,6077003403,Stockton city,80.49,33.48,22.16,12.43,510.4,1.74,32.04,0.2,78.18,0.42,73.13,9.15,1.41,9.4,87.26,79.32
77,San Joaquin,6077003404,Stockton city,80.49,33.48,19.6,12.43,521.2,1.79,32.12,0.21,78.38,0.46,71.13,4.43,1.36,9.41,70.67,81.41
77,San Joaquin,6077003405,Stockton city,80.49,33.48,19.6,12.43,610.3,1.3,36.05,0.23,78.41,0.34,73.37,54.53,1.38,9.39,73.84,77.54
77,San Joaquin,6077003406,Stockton city,80.49,33.48,23.36,12.43,608.1,1.39,35.43,0.24,87.41,0.23,72.22,98.86,1.39,9.39,79.37,74.77
77,San Joaquin,6077003407,Stockton city,76.58,13.07,27.16,13.51,593,0.87,35.53,0.21,92.27,0.31,79.55,47.36,1.3,9.37,79.2,71.68
77,San Joaquin,6077003409,Stockton city,76.58,13.07,29.05,13.51,590,0.94,36.12,0.2,83.19,0.26,79.38,84.09,1.23,9.37,78.72,79.52
77,San Joaquin,6077003410,Stockton city,76.58,13.07,38.55,13.51,592.1,1.17,35.68,0.21,93.12,0.35,74.86,13.72,1.29,9.38,79.84,86.26
77,San Joaquin,6077003500,Stockton city,79.32,27.16,26.84,12.73,616.8,12.31,36.52,0.21,98.18,0.25,81.77,49.98,1.43,9.41,87.86,81.66
77,San Joaquin,6077003601,NA,89.19,37.42,29.68,6.76,695,1.59,39.91,0.16,97.47,0.19,73.13,0.01,1.47,9.37,91.41,88.51
77,San Joaquin,6077003602,NA,89.8,38.6,30.77,6.44,498.7,8.21,42.41,0.03,87.55,0.19,74.65,0,0.12,9.37,78.24,86.35
77,San Joaquin,6077003700,NA,77.01,13.6,38.19,13.29,862.8,1.72,47.82,0.13,83.13,0.31,64.75,100,1.71,9.36,76.74,79.57
77,San Joaquin,6077003801,Stockton city,91.41,28.33,32.24,12.22,702.2,-0.9,46.28,0.12,93.81,0.34,71.43,0.79,1.59,9.29,82.13,87.19
77,San Joaquin,6077003802,Stockton city,91.41,28.33,40.1,12.22,707,-1.06,46.32,0.12,95.11,0.42,69.63,13,1.3,9.31,84.39,88.07
77,San Joaquin,6077003803,French Camp CDP,90.53,27.43,29.76,12.29,685.9,1.18,46.69,0.1,NA,NA,59.03,3.05,0.49,9.33,NA,NA
77,San Joaquin,6077003900,NA,86.29,35.87,33.65,17.24,1101.9,11.55,13.22,0,89.06,0.16,77.14,99.95,0,9.08,77.5,89.18
77,San Joaquin,6077004001,NA,83.5,31.04,14.81,7.57,789.3,1.15,14.14,0,92.63,0.29,63.16,99.75,0,9.39,76.13,91.91
77,San Joaquin,6077004002,Stockton city,80.49,33.48,22.85,12.43,486.7,3.44,24.26,0.26,96.2,0.38,85.33,0,0.79,9.35,85.89,76.7
77,San Joaquin,6077004102,Stockton city,80.49,33.48,16.45,12.43,463.9,3.22,30.6,0.21,95.89,0.29,78.26,28.06,1.04,9.48,91.07,87.93
77,San Joaquin,6077004104,Lodi city,80.49,33.48,17.88,12.43,679,2.04,33.46,0.37,98.6,0.28,89.29,93.84,1.59,9.57,96.97,86.91
77,San Joaquin,6077004105,Woodbridge CDP,80.49,33.48,21.38,12.43,665.2,2.01,33.89,0.37,96.64,0.26,84.34,7.41,1.57,9.64,93.8,90.35
77,San Joaquin,6077004106,NA,80.49,33.48,16.4,12.43,514.6,1.62,30.26,0.38,92.57,0.14,78.18,100,1.6,9.55,73.65,84.8
77,San Joaquin,6077004201,Lodi city,80.49,33.48,18.82,12.43,672.6,1.75,33.77,0.37,98.87,0.27,81.21,97.48,1.57,9.6,96.04,83.02
77,San Joaquin,6077004202,Lodi city,80.49,33.48,20.75,12.43,655.4,1.78,33.78,0.36,96.15,0.21,86.36,8.34,1.54,9.62,98.46,92.4
77,San Joaquin,6077004203,Lodi city,80.49,33.48,20.75,12.43,651.7,1.86,34.06,0.37,88.12,0.22,75.45,90.91,1.56,9.61,87.89,78.26
77,San Joaquin,6077004204,Lodi city,80.49,33.48,14.55,12.43,652.6,1.77,34.2,0.37,99.38,0.17,80.82,100,1.56,9.59,97.27,78.67
77,San Joaquin,6077004302,Lodi city,80.49,33.48,24.61,12.43,648.9,1.52,34.13,0.36,92.05,0.19,79.75,97.56,1.56,9.57,92.7,87.5
77,San Joaquin,6077004303,Lodi city,80.49,33.48,25.37,12.43,665.8,2.02,34.16,0.37,98.12,0.24,83.18,35.4,1.56,9.57,94.61,89.18
77,San Joaquin,6077004305,Lodi city,80.49,33.48,18.09,12.43,555.4,2.23,34.24,0.31,96.31,0.19,79.73,39.32,1.33,9.54,89.93,84.62
77,San Joaquin,6077004307,Lodi city,80.49,33.48,22.19,12.43,569.9,1.9,34.02,0.34,93.58,0.26,78.26,43.15,1.38,9.54,86.5,83.84
77,San Joaquin,6077004308,Lodi city,80.49,33.48,19.69,12.43,594.4,1.34,33.94,0.35,84.42,0.21,70.44,69.33,1.43,9.54,71.17,78.98
77,San Joaquin,6077004402,Lodi city,80.49,33.48,19.69,12.43,590.7,1.16,34.35,0.35,92.66,0.32,81.21,0.04,1.44,9.54,86.58,86.63
77,San Joaquin,6077004403,Lodi city,80.49,33.48,13.29,12.43,643.5,1.89,34.13,0.36,67.27,0.18,72.57,77.64,1.56,9.57,58.1,73.76
77,San Joaquin,6077004404,Lodi city,80.49,33.48,13.29,12.43,646.7,1.95,34.07,0.36,74.23,0.26,66.49,95.22,1.56,9.57,66.09,73.53
77,San Joaquin,6077004501,Lodi city,80.49,33.48,13.7,12.43,643.7,1.99,33.93,0.36,88.95,0.38,73.91,3.7,1.54,9.6,88.02,64.91
77,San Joaquin,6077004502,Lodi city,80.49,33.48,13.7,12.43,642.3,1.91,34.01,0.36,68.94,0.25,68.42,94.44,1.55,9.59,46.02,76.2
77,San Joaquin,6077004600,NA,82.56,31.8,15.84,9.09,580.7,0.28,33.41,0.27,96.83,0.16,69.44,100,1.4,9.71,89.48,95.08
77,San Joaquin,6077004701,Lockeford CDP,80.49,33.48,28.71,12.43,532,27.02,15.8,0.2,92.27,0.24,82.14,100,0.2,9.5,85,92.57
77,San Joaquin,6077004703,Dogtown CDP,82.88,31.54,21.17,8.57,386.3,13.93,22.02,0.26,96.4,0.15,77.05,100,0.26,9.45,94.24,83.15
77,San Joaquin,6077004704,NA,81.88,34.26,28.71,11.53,724.9,22.67,16.07,0.24,96.87,0.15,74.47,99.53,0.24,9.26,84.05,92.34
77,San Joaquin,6077004800,NA,90.88,36.29,19.78,5.99,945,1.6,27.51,0,94.65,0.22,78.95,83.75,0.22,9.19,80.93,92.89
